Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,DebtToIncomeRatio,LoanPurpose,SavingsAccountBalance,CheckingAccountBalance,MonthlyIncome,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalIncome,CreditScore_Income,DebtToIncome_CreditScore,InterestRate_LoanDuration,LoanApproved
46,34234,542,0,3,24,22313,72,1,2,0,407,0.408692265,1,4120,136,2852.833333,4,6054,2.66313,5.297435945813786,643.6531892,38490,18554828,221.51120763,20.205235872,0
51,27527,623,0,3,24,48334,36,1,0,3,528,0.291039281,0,802,166,2293.916667,6,18542,2.21834,4.893993481810126,1895.041765,28495,17149321,181.317472063,8.622421992,0
35,41520,580,0,1,13,27912,60,1,2,1,948,0.329801639,1,3533,7112,3460.0,3,16628,2.4291199999999997,4.96903829729657,814.2110186,52165,24081600,191.28495062,14.81480496,0
39,74160,467,0,3,16,62445,96,1,1,1,257,0.321346857,0,3856,2548,6180.0,5,7741,3.63945,6.127963087356189,2061.115715,80564,34632720,150.068982219,36.049854336,0
38,64776,626,0,0,18,29035,24,2,3,3,586,0.092563537,2,1656,624,5398.0,6,2252,1.9103500000000002,4.414113387759766,1470.456536,67056,40549776,57.944774162,4.67625528,0
68,87724,643,0,3,45,23274,36,2,2,3,506,0.30300178,2,2225,1802,7310.333333,9,47180,1.86774,4.129673401129924,830.409548,91751,56406532,194.83014454,6.139512863999999,0
29,75606,516,0,4,7,18546,120,1,2,0,458,0.394158026,0,1949,13275,6300.5,2,99957,3.1554599999999997,5.438292884720352,483.0942914,90830,39012696,203.385541416,35.4900354,0
22,30132,548,0,3,0,19444,48,2,2,2,463,0.55429212,1,11545,805,2511.0,5,134791,2.40444,5.0970362270637235,655.378122,42482,16512336,303.75208176,12.470293584,0
31,31273,582,1,0,5,16067,60,1,0,2,471,0.420177678,0,1028,1172,2606.083333,9,152351,2.3006699999999998,4.700432746035198,444.6128134,33473,18200886,244.543408596,13.2564408,0
50,37325,643,0,0,29,17963,84,2,2,3,208,0.257085172,3,15063,566,3110.416667,1,4942,2.21463,4.440162181722645,395.8135516,52954,23999975,165.305765596,16.560633768,0
44,29061,633,0,1,24,10646,12,2,2,0,442,0.138029894,1,1118,232,2421.75,6,43763,1.59146,4.214219915951231,974.8078642,30411,18395613,87.37292290199998,2.13115794,0
49,17397,627,2,3,30,20118,96,1,2,3,252,0.217870442,1,6465,1117,1449.75,4,11396,2.4161799999999998,4.612452883228185,437.6658459,24979,10907919,136.604767134,20.423732736,0
55,21582,551,0,0,32,17780,72,1,1,0,673,0.412197389,1,18398,1688,1798.5,10,65404,2.5728,5.2751518271989095,510.2431635,41668,11891682,227.120761339,20.035603296,0
18,50176,576,0,3,0,45427,60,1,1,0,550,0.224902158,3,9279,595,4181.333333,2,19306,2.62427,5.611705623070405,1511.598183,60050,28901376,129.543643008,18.894744,0
57,99419,512,0,1,33,26902,72,1,2,3,318,0.218830685,3,8540,1300,8284.916667,7,2141,2.85902,5.031666374075292,729.9166753,109259,50902528,112.04131072,18.22871988,0
29,34558,584,0,3,7,12916,24,1,1,0,224,0.276170683,3,2970,138,2879.833333,8,169853,1.95916,4.639571909131272,667.0364084,37666,20181872,161.283678872,5.1661506,0
36,26193,600,0,3,15,34217,48,3,1,3,1077,0.065949175,4,907,1225,2182.75,5,212907,2.29217,4.910565843159014,1117.688072,28325,15715800,39.569505,11.574555312,0
37,35476,594,0,0,14,15359,48,1,0,2,290,0.183592382,3,10924,2976,2956.333333,3,3824,2.13359,4.623148169808101,478.6930102,49376,21072744,109.053874908,10.25927952,0
29,25564,509,1,3,5,14608,36,1,0,3,547,0.091518735,2,6343,1645,2130.333333,8,177751,2.45108,5.258194480998207,601.4694908,33552,13012076,46.583036115,9.953499312,0
49,15000,630,0,1,26,16857,48,1,0,0,374,0.294058517,3,4183,1388,1250.0,8,3323,1.9685700000000002,4.632271894006223,526.1497023,20571,9450000,185.25686571,10.299812592,0
29,22611,546,2,3,8,16934,60,1,1,2,327,0.201835587,1,3608,256,1884.25,5,17114,2.48934,4.892163519343972,486.500996,26475,12345606,110.202230502,14.35995834,0
39,32501,525,1,1,15,23110,60,1,0,0,400,0.205621154,4,533,2723,2708.416667,5,9099,2.6561000000000003,5.5661150904378545,761.6811172,35757,17063025,107.95110585,18.58898232,0
44,49033,598,0,4,23,10481,48,1,2,1,536,0.435445394,3,3057,347,4086.083333,6,9033,2.06481,4.596662115056968,325.2808158,52437,29321734,260.396345612,10.142065248,0
26,27954,573,0,4,4,13554,60,2,3,2,586,0.39622828,2,4261,281,2329.5,7,14423,2.3205400000000003,5.091277079476228,405.1802731,32496,16017642,227.03880444,15.55266138,0
28,16600,497,0,3,1,16472,72,1,0,0,383,0.352184237,3,2962,3779,1383.333333,3,35297,2.82972,5.196815775068422,464.2072805,23341,8250200,175.035565789,19.444963824,0
48,31610,558,0,1,26,16376,60,1,3,0,484,0.113402699,0,13312,2617,2634.166667,6,79554,2.42376,5.367253590058886,517.8864704,47539,17638380,63.278706042,17.28444666,0
40,37366,548,2,3,18,23107,60,3,2,2,770,0.583243694,1,656,597,3113.833333,9,54806,2.5410700000000004,5.243581409685559,712.4340957,38619,20476568,319.617544312,16.4970876,0
39,93074,659,0,2,15,76358,108,3,1,3,641,0.373066499,3,2632,1326,7756.166667,4,5001,2.91858,5.432535954782076,2024.747473,97032,61335766,245.850822841,31.873442652,0
43,52133,607,0,3,23,22367,48,3,0,2,284,0.179661445,1,3753,1196,4344.416667,6,25213,2.13867,4.539718658683597,687.9149979,57082,31644731,109.054497115,9.89234184,0
42,62747,616,0,0,17,33517,60,1,1,3,258,0.18950384,1,3045,8576,5228.916667,6,86919,2.30517,5.096811032400553,1003.067956,74368,38652152,116.73436544,15.586489619999998,0
40,72965,595,0,4,18,72007,48,1,3,2,565,0.054048668,1,209,1221,3276.166667,5,7841,2.69507,5.304577806008694,2515.310238,74395,43414175,32.15895746,13.506501936,0
48,55024,576,0,1,25,20141,48,2,2,0,422,0.370970872,0,12347,435,4585.333333,2,32336,2.27141,5.220816028170309,693.4197761,67806,31693824,213.679222272,13.0833216,0
35,32668,499,1,1,12,32967,72,0,4,0,416,0.199584967,1,2191,5203,2722.333333,5,2380,2.98467,5.613017014048683,1024.00917,40062,16301332,99.592898533,22.6842912,0
27,112867,582,0,1,7,44984,48,1,1,3,279,0.130338166,3,10114,166,9405.583333,4,4224,2.48984,4.850137163008898,1454.744402,123147,65688594,75.856812612,11.29143864,0
42,59040,542,0,3,21,24557,24,2,0,3,781,0.019341735,4,17100,1305,4920.0,6,7439,2.28557,5.103016098348113,1323.502791,77445,31999680,10.48322037,6.249785591999999,0
30,15000,504,0,3,10,13681,84,1,1,0,440,0.404008115,1,947,597,1250.0,11,58686,2.86681,5.2010694092657515,364.429449,16544,7560000,203.62008996,22.72294332,0
40,15000,594,2,2,18,26646,36,1,2,3,146,0.182924397,3,1254,1981,1250.0,9,76839,2.1464600000000003,4.475302235603758,990.645517,18235,8910000,108.657091818,7.210198836,0
30,76303,502,0,1,8,7356,84,1,1,3,176,0.203047061,0,1895,2265,3287.916667,4,15224,2.81356,5.377995481589773,205.0283267,80463,38304106,101.929624622,24.295181736000004,0
56,59026,530,1,4,36,30250,84,1,0,3,215,0.289847468,2,1714,1001,4918.833333,2,6411,2.9025,5.436202166954427,855.8492782,61741,31283780,153.61915804,24.82392696,0
33,49981,591,0,1,14,12468,60,1,3,1,1399,0.265930271,2,2639,5375,4165.083333,6,7562,2.21968,4.2581954746112824,317.5027866,57995,29538771,157.16479016099998,10.87933722,0
35,59820,465,1,3,10,22924,48,2,0,0,336,0.447101259,1,2536,1121,4985.0,7,124925,2.85424,5.611479198927855,845.3678239,63477,27816300,207.902085435,15.114575423999998,0
27,31075,540,0,4,3,24733,36,0,3,3,256,0.238230692,3,2155,400,2589.583333,4,50540,2.39733,4.685398755709059,943.9627212,33630,16780500,128.64457368,7.90306614,0
67,25536,655,1,1,47,19190,72,1,1,3,266,0.169640803,3,1987,254,2128.0,7,48191,2.0669,4.665399500578702,479.5080239,27777,16726080,111.114725965,15.6714858,0
40,134276,546,0,0,17,18188,60,1,2,0,449,0.479853451,2,956,1720,6083.083333,1,39290,2.5018800000000003,5.024586570057281,536.4731688,136952,73314696,261.999984246,15.147882119999998,0
32,19662,515,0,3,12,36869,84,1,1,3,621,0.272391838,0,2902,1585,1638.5,6,9194,3.04369,5.1909363028263025,979.56724,24149,10125930,140.28179657,22.634488548,0
47,50147,560,0,1,23,15944,108,2,2,1,308,0.68283867,2,6750,327,4178.916667,2,8089,2.8094400000000004,5.269761958570804,403.037718,57224,28082320,382.3896552,29.992022388,0
29,43682,577,2,3,4,24186,84,0,1,3,275,0.173062842,0,9019,2243,3640.166667,8,42756,2.6068599999999997,5.439728393954978,684.904596,54944,25204514,99.857259834,24.8561418,0
52,47468,568,0,3,30,25907,48,2,1,0,103,0.067309713,3,22874,1692,3955.666667,5,4162,2.3690700000000002,5.068069099765708,868.9339441,72034,26961824,38.231916984,12.328955712,0
45,46398,553,0,3,25,18724,60,0,1,3,594,0.1509516,4,5356,144,3866.5,4,5382,2.47224,4.447237344689397,493.7606167,51898,25658094,83.4762348,11.866752,0
29,15224,541,0,0,6,22655,84,1,0,0,102,0.033322695,4,9015,1351,1268.666667,6,49105,2.77155,5.23811383992368,609.2118029,25590,8236184,18.027577995,23.047782744,0
35,62123,581,0,0,15,24442,60,2,0,0,532,0.410022932,0,731,1593,5176.916667,9,2621,2.38942,4.859421673409295,697.6808055,64447,36093463,238.223323492,14.1683874,0
33,15000,568,0,0,10,52026,96,2,2,2,316,0.325782119,2,19081,1963,1250.0,5,111570,3.03026,5.018882754159534,1264.142152,36044,8520000,185.044243592,24.181616736,0
50,34267,606,0,3,29,36302,108,2,2,1,350,0.278432317,1,3795,2075,2855.583333,4,255977,2.78302,4.8269868966053755,805.8466486,40137,20765802,168.729984102,25.1637867,0
50,32797,609,0,1,31,23616,60,1,4,0,588,0.338964624,2,16923,1222,2733.083333,8,9481,2.2411600000000003,5.091355104488391,705.982571,50942,19973373,206.429456016,15.55313808,0
44,20989,384,0,3,24,25099,36,0,1,0,732,0.158311039,0,2089,8693,1749.083333,6,3084,3.1809900000000004,5.511891072944022,1070.735783,31771,8059776,60.791438976,10.937139552,0
80,95945,667,0,1,55,29151,60,1,2,0,189,0.483059822,3,1253,809,7995.416667,1,8580,2.00651,4.348842179247253,754.7890493,98007,63995315,322.20090127400005,11.34745698,0
36,26810,624,0,1,15,11146,12,2,0,1,375,0.10936397,1,886,559,2234.166667,5,17591,1.64146,3.658960289481152,997.5604138,28255,16729440,68.24311728,1.606558848,0
42,70758,575,0,0,19,18221,60,2,2,3,440,0.429891854,3,3974,1322,3161.416667,5,6230,2.3572100000000002,4.888753174378923,523.1230464,76054,40685850,247.18781605,14.33994456,0
27,35860,398,0,3,1,19124,36,3,1,3,498,0.332614976,4,9439,763,2988.333333,5,40277,3.05124,4.9406396347031825,754.4113159,46062,14272280,132.380760448,8.7875712,0
41,65071,565,0,1,23,57070,84,1,3,2,993,0.147447272,3,2703,5086,5422.583333,4,7817,2.9957000000000003,5.56801096442886,1670.460088,72860,36765115,83.30770867999999,26.042306724,0
46,52213,610,0,3,24,25535,36,1,4,2,793,0.118534995,2,970,387,4351.083333,3,52562,2.05535,4.336720973270012,933.5235532,53570,31849930,72.30634695,6.7705735680000005,0
54,58130,632,0,0,29,17954,36,1,0,0,579,0.168333359,1,6120,517,4844.166667,2,9366,1.8695400000000002,4.646202621496397,681.8431802,64767,36738160,106.386682888,7.771391567999999,0
33,44975,537,0,0,14,34704,60,1,2,3,842,0.04785082,2,24688,125,3747.916667,8,158597,2.71204,5.155003753635878,1050.880928,69788,24151575,25.69589034,15.94443822,0
38,52728,578,0,0,18,19159,96,1,0,3,451,0.423968734,3,2763,585,4394.0,3,105777,2.6515899999999997,5.64084036292466,552.8404632,56076,30476784,245.053928252,30.5463168,0
35,36976,560,0,0,9,28766,72,2,0,3,311,0.458338064,3,3337,1117,3081.333333,4,1114,2.63766,4.878626025839652,753.8462133,41430,20706560,256.66931584,17.136714167999997,0
37,47020,523,0,0,13,31894,60,0,2,0,452,0.409640324,4,1999,4332,3918.333333,9,97587,2.75394,5.213358610339403,977.3108943,53351,24591460,214.241889452,16.3074648,0
29,45028,556,0,4,4,20618,84,1,0,0,743,0.284104007,3,2613,791,3752.333333,3,1065,2.6761800000000004,4.925825484119387,512.2093,48432,25035568,157.961827892,20.381555628,0
50,35320,611,1,4,26,35187,36,1,4,0,459,0.305206261,1,5108,446,2943.333333,2,23219,2.14687,4.568313791761682,1323.315941,40874,21580520,186.481025471,7.513016724000001,0
36,103585,559,0,1,11,11713,84,1,1,3,187,0.285531131,3,1805,757,8632.083333,6,28011,2.5721300000000005,5.299302350309897,319.9428486,106147,57904015,159.611902229,23.589388536,0
18,30994,604,0,0,0,49557,60,1,0,3,503,0.298185025,2,17331,3166,2582.833333,8,11496,2.5255699999999996,5.155107971711165,1500.680214,51491,18720376,180.1037551,15.94508292,0
32,24057,637,0,2,11,36850,60,2,0,0,211,0.290219038,4,2328,532,2004.75,4,20957,2.2335,5.158296094642106,1116.609477,26917,15324309,184.869527206,15.96481116,0
46,28138,577,0,3,24,20044,48,0,2,1,466,0.378605284,4,397,305,2344.833333,6,76303,2.26544,5.09956254986641,675.8921542,28840,16235626,218.455248868,12.482658336,0
31,29434,558,0,0,12,20670,120,2,0,0,367,0.0673472,0,4328,1480,2452.833333,8,15804,2.9667,5.966607076052519,632.1492308,35242,16424172,37.5797376,42.72048,0
34,62419,615,0,0,12,22885,12,1,2,0,153,0.382426541,3,9670,1999,5201.583333,4,3419,1.80385,4.151626247628753,2089.78469,74088,38387685,235.192322715,2.06832006,0
38,40369,631,0,1,17,12944,84,1,0,3,266,0.100842132,4,2497,381,3364.083333,2,27927,2.22444,4.771721754251813,309.4033936,43247,25472839,63.631385292,19.12623594,0
21,29287,580,0,0,0,33258,96,0,0,1,483,0.28330438,3,7419,1627,2440.583333,6,74288,2.7825800000000003,5.3951704514315395,896.5349525,38333,16986460,164.3165404,27.943549632,0
20,24729,584,1,0,0,15379,48,1,1,3,186,0.58196122,4,1750,993,2060.75,6,144387,2.18379,5.002096280560781,510.1033381,27472,14441736,339.86535248,12.010064256,0
30,47517,514,0,3,6,23102,60,1,2,3,288,0.167915579,3,1067,3491,3959.75,5,107365,2.71102,5.367650519547635,730.6541871,52075,24423738,86.30860760600001,17.287003260000002,0
58,31981,557,0,3,35,24287,48,3,4,2,298,0.325652947,3,3187,324,2665.083333,5,3174,2.40787,4.614355642990687,755.8871273,35492,17813417,181.388691479,10.22029344,0
55,45140,633,0,3,33,18591,48,1,0,1,225,0.082035009,2,2218,966,3761.666667,7,23441,1.97091,4.57436628397858,574.9318121,48324,28573620,51.928160697,10.043916912,0
33,37838,527,0,1,10,24881,72,1,1,0,468,0.438400985,2,1076,248,3153.166667,6,160849,2.76381,4.933498525387435,660.1737948,39162,19940626,231.037319095,17.524373544,0
39,44626,616,0,0,15,22902,48,1,3,3,815,0.083217651,2,3475,1116,3718.833333,4,1414,2.09902,4.864173742785099,742.3513665,49217,27489616,51.262073016,11.356889376,0
41,49768,590,2,1,16,18311,72,2,3,0,685,0.329822782,0,1281,1399,4147.333333,8,7174,2.38311,5.34764621118488,534.4205178,52448,29363120,194.59544138,20.5900704,0
45,78925,510,0,0,23,24540,36,0,0,2,737,0.216183054,4,1536,491,6577.083333,8,4202,2.5454,4.877902264293535,960.1210272,80952,40251750,110.25335754,8.565814979999999,0
33,30913,578,1,0,13,31222,60,1,0,0,219,0.223416127,2,6189,573,2576.083333,7,9836,2.47222,4.571257277817559,842.8413518,37675,17867714,129.134521406,12.53783586,0
30,58410,618,0,4,7,33096,108,1,3,1,187,0.36758193,3,2358,210,4867.5,0,47390,2.69096,5.149563612579225,807.569246,60978,36097380,227.16563274,28.639445832,0
45,65065,509,0,3,21,10967,24,1,2,2,178,0.462654672,2,2162,281,5422.083333,4,111693,2.31467,4.995156534083791,585.0591123,67508,33118085,235.491228048,5.988381312,0
58,26781,641,0,1,32,9239,108,1,0,3,552,0.199504482,3,9003,1127,2231.75,5,8454,2.33739,5.059717966448327,219.5663092,36911,17166621,127.882372962,27.648805572,0
44,51222,586,0,1,20,18028,12,1,1,1,260,0.248469268,0,7453,2770,4268.5,4,118134,1.90028,4.499262039490476,1672.115329,61445,30016092,145.602991048,2.429203068,0
38,41808,628,0,2,16,8761,96,1,2,1,225,0.081905924,3,2159,3645,3484.0,4,14757,2.2976099999999997,5.1061420270102165,218.0467641,47612,26255424,51.436920272,25.029778944,0
46,55300,459,0,0,26,35568,72,2,0,0,829,0.178427373,2,4836,1126,4608.333333,8,22604,3.21068,5.068080504490827,973.11558,61262,25382700,81.898164207,18.4935168,0
35,22637,536,0,4,15,12668,36,3,0,3,791,0.341991215,0,23642,743,1886.416667,4,5982,2.2966800000000003,4.527461286416483,474.0082499,47022,12133432,183.30729124,7.379246052,0
48,43100,568,0,3,23,38660,108,1,2,2,637,0.100519421,1,31662,1565,3591.666667,4,36324,2.9966,5.527739727953913,1054.157898,76327,24480800,57.095031128,33.000379020000004,0
33,15926,540,0,3,12,13679,24,2,0,0,569,0.151428243,0,9052,838,1327.166667,6,2131,2.1867900000000002,4.42250155455032,693.257072,25816,8600040,81.77125122,4.6940448,0
66,53630,616,0,0,45,16998,36,0,2,1,232,0.46618696,1,6134,614,4469.166667,5,1067,1.93998,4.66377795354796,646.9722302,60378,33036080,287.17116736,7.830296927999999,0
43,65106,548,0,3,21,20660,60,2,0,2,550,0.199252642,1,2865,607,5425.5,1,5617,2.5166,5.176892262738331,628.3951785,68578,35678088,109.190447816,16.0801281,0
28,56177,561,0,3,8,69662,36,1,3,2,793,0.302313348,0,1650,1210,4681.416667,5,7334,2.74162,5.622332878796844,3019.049619,59037,31515297,169.59778822799998,11.37982572,0
33,20029,567,0,2,9,42604,36,1,0,1,700,0.274082186,2,1085,609,1669.083333,4,349456,2.44104,4.938367463038772,1680.156303,21723,11356443,155.404599462,8.779490352,0
26,54895,497,1,2,7,19418,60,1,0,1,214,0.061430986,3,3064,606,4574.583333,3,10793,2.7591799999999997,5.3804691059423435,615.7661569,58565,27282815,30.531200042,17.36966868,0
21,62510,466,0,1,0,20784,36,1,2,0,567,0.358795175,1,1772,824,5209.166667,7,92978,2.7278400000000005,5.359854475636442,867.8963634,65106,29129660,167.19855155000002,10.3420944,0
60,65274,645,0,1,39,22923,48,2,3,0,255,0.260694763,0,2758,3263,5439.5,3,33009,1.9542300000000001,4.3198996863353205,681.3129909,71295,42101730,168.148122135,8.957535984,0
18,15000,527,0,0,0,11221,72,1,2,0,394,0.094177712,1,818,1332,1250.0,7,25414,2.62721,5.107245754807575,309.7682251,17150,7905000,49.631654224,18.780450624,0
31,33748,497,0,3,5,24855,36,2,3,2,540,0.212950872,3,1362,3306,2812.333333,6,501214,2.61355,4.765590855287516,958.388431,38416,16772756,105.836583384,8.175908232000001,0
42,89010,590,0,1,22,42962,24,1,0,0,278,0.208826804,3,2401,1275,7417.5,4,1167,2.2296199999999997,4.69685645937791,2230.072213,92686,52515900,123.20781436,5.294510544,0
41,24897,536,0,0,19,30221,48,1,1,2,282,0.248575666,1,657,2557,2074.75,3,8826,2.5722099999999997,5.238452042349914,1043.629212,28111,13344792,133.236556976,13.171862304,0
48,50231,556,0,3,25,16576,84,2,0,0,186,0.123391419,1,18216,954,4185.916667,7,116777,2.63576,5.091138929552011,429.3618057,69401,27928436,68.605628964,21.772544304,0
41,23392,650,0,1,18,22165,24,1,1,0,1103,0.113597654,0,56949,1470,1949.333333,4,47530,1.7216500000000001,4.2138795307887005,1103.964686,81811,15204800,73.83847510000001,4.261627368,0
18,99680,506,0,4,0,32139,60,2,0,2,400,0.492026817,0,2369,690,4367.166667,5,91214,2.8413899999999996,5.734546233138243,1097.469979,102739,50438080,248.965569402,19.7310123,0
54,34631,583,0,3,27,32179,60,1,0,3,255,0.301494637,0,4319,4213,2885.916667,11,90241,2.4567900000000003,5.24280619515923,991.9845659,43163,20189873,175.771373371,16.492210080000003,0
33,37192,618,0,1,11,78659,96,1,0,0,688,0.257537317,3,8580,213,3099.333333,3,30181,3.04659,5.464479902058383,2161.503738,45985,22984656,159.158061906,28.666118976,0
27,59188,572,0,3,6,34277,36,2,2,0,336,0.033627155,1,1372,847,4932.333333,2,76470,2.33277,4.791711531384167,1326.147539,61407,33855536,19.23473266,8.265779784,0
35,41669,566,0,3,11,15422,24,2,3,0,399,0.579994829,1,304,1175,3472.416667,7,130960,2.07422,4.462155667387681,784.2434552,43148,23584654,328.277073214,4.778599968,0
62,24203,630,0,3,39,26225,24,1,2,3,316,0.260068769,4,1640,2623,2016.916667,4,65690,1.86225,4.200593708036996,1304.765518,28466,15247890,163.84332447,4.234797,0
46,25570,588,1,4,23,33757,48,1,0,0,312,0.085038052,1,6159,1740,2130.833333,5,63687,2.34757,5.307620935974987,1179.806167,33469,15035160,50.002374576,13.5220032,0
36,42533,631,0,0,16,23842,12,2,1,1,215,0.294929249,3,2479,1443,3544.416667,7,2955,1.73342,4.255687371036553,2187.092656,46455,26838323,186.100356119,2.173305,0
40,29784,570,0,1,20,24221,60,2,4,3,1077,0.434221712,1,1223,1288,2482.0,8,76010,2.4422099999999998,4.963334282516139,705.7403663,32295,16976880,247.50637584,14.78081232,0
34,32708,542,1,1,15,22430,60,1,3,0,687,0.197251534,3,3151,916,2725.666667,4,85597,2.5643,4.715666707900379,622.5249821,36775,17727736,106.910331428,13.3425075,0
61,76107,577,0,3,40,54349,36,2,1,2,703,0.211502124,2,532,2050,6342.25,6,362358,2.50849,5.24323465048056,2233.165608,78689,43913739,122.036725548,9.896943456,0
29,64613,588,0,1,10,31029,36,1,1,2,344,0.526405526,3,18350,2391,5384.416667,3,3650,2.22029,4.475569773782998,1153.634647,85354,37992444,309.526449288,7.211060928,0
18,62029,534,0,0,0,24014,36,1,2,1,555,0.292789272,3,3402,712,5169.083333,3,75248,2.42014,4.933872616920708,946.4691773,66143,33123486,156.349471248,8.763515640000001,0
51,37463,601,0,0,25,12266,60,1,3,3,143,0.130790274,3,6427,642,3121.916667,1,39738,2.1676599999999997,4.447760638793413,323.4918345,44532,22515263,78.60495467400001,11.86954482,0
34,66874,558,0,3,13,14900,60,1,2,3,525,0.173470305,3,2334,344,5572.833333,2,4536,2.409,4.713750364624753,413.3829836,69552,37315692,96.79643019,13.3316655,0
44,39091,559,0,3,21,15664,60,1,3,0,556,0.08101409,2,6804,4062,3257.583333,7,1126,2.41164,4.990831503867867,458.9183161,49957,21851869,45.28687631,14.94503946,0
44,26175,599,0,1,24,19891,96,1,0,3,430,0.287352125,2,14514,16513,2181.25,5,4196,2.5539099999999997,4.9649236751434564,476.2161015,57202,15678825,172.123922875,23.664448416,0
54,45523,562,0,3,32,22387,24,3,0,3,793,0.465182057,1,221,1529,3793.583333,5,93722,2.16387,4.640205814400909,1156.223437,47273,25583926,261.432316034,5.1675624,0
65,45088,592,0,0,40,22153,48,2,3,2,517,0.095320211,1,8780,2119,3757.333333,4,125609,2.2115299999999998,4.782674659643911,708.5075424,55987,26692096,56.429564912,10.979508912,0
24,51382,545,2,0,3,31370,36,2,0,2,762,0.488680297,1,16230,2604,4281.833333,9,44976,2.4387,4.997650938190862,1246.876126,70216,28003190,266.330761865,8.991545364,0
58,65937,632,0,0,35,25683,108,2,1,3,381,0.598694151,3,13816,2839,5494.75,6,258529,2.54683,5.279158247296628,651.018953,82592,41672184,378.374703432,30.099072744,0
36,51520,599,0,0,15,19982,60,1,0,0,298,0.244151202,1,2706,471,4293.333333,4,45957,2.25482,4.520795903378076,534.2778361,54697,30860480,146.246569998,12.26255736,0
32,122748,578,1,1,9,54923,24,1,1,1,248,0.362698601,3,8761,2118,10229.0,6,50524,2.40923,4.942442321362992,2915.577823,133627,70948344,209.639791378,5.862656664,0
24,60256,595,0,1,0,9485,72,0,0,0,354,0.521524634,1,1379,2661,5021.333333,3,9736,2.26985,4.441285635939215,225.6832367,64296,35852320,310.30715723000003,14.202013032,0
38,31956,534,0,3,17,18855,36,2,3,2,358,0.076408879,0,14522,726,2663.0,4,30005,2.36855,4.906649997707193,740.4802555,47204,17064504,40.802341386,8.667077112,0
45,44002,590,0,1,19,10137,24,1,0,3,170,0.137441415,3,3865,1551,3666.833333,5,7300,1.90137,4.659561438590546,524.4458204,49418,25961180,81.09043485000001,5.210763072,0
58,59752,645,0,3,36,8956,36,1,2,0,1092,0.065846412,0,3906,8155,4979.333333,4,8687,1.71456,3.966035299893333,313.6713716,71813,38540040,42.47093574,5.66259696,0
42,15000,593,2,0,18,29641,60,1,1,3,407,0.362918848,2,170,1112,1250.0,3,5963,2.38141,4.747781092257729,827.8028035,16282,8895000,215.210876864,13.52485518,0
45,67349,538,0,3,26,33887,48,2,3,3,292,0.313271622,0,5994,1398,5612.416667,4,100077,2.59887,4.907087354021732,1106.268395,74741,36233762,168.540132636,11.558163024,0
37,22931,585,0,1,16,7090,36,1,0,0,344,0.213611347,3,223,1679,1910.916667,4,9705,1.9958999999999998,4.763040940407714,273.2950042,24833,13414635,124.962637995,8.16716124,0
46,32896,558,0,3,21,17607,36,1,3,0,196,0.37089354,3,17179,2314,2741.333333,7,3697,2.23607,4.947025166703723,695.153657,52389,18355968,206.95859532,8.81030088,0
34,46283,585,0,0,16,24664,48,0,2,3,728,0.200887585,2,2569,652,3856.916667,5,55833,2.27164,4.627414072676012,769.2268024,49504,27075555,117.519237225,10.27822128,0
37,49175,599,2,0,16,11048,84,1,3,0,760,0.463527278,0,9875,181,4097.916667,5,4277,2.3654800000000002,4.970676935790536,277.5810425,59231,29455825,277.652839522,20.754408528,0
38,19693,560,0,3,15,12824,48,1,1,0,750,0.090823917,1,2200,215,1641.083333,9,6604,2.27824,4.756443408682584,408.3890494,22108,11028080,50.86139352,10.859401872,0
36,51543,531,1,4,13,30757,24,2,3,0,909,0.203909843,4,6416,1071,4295.25,5,144136,2.40257,5.134813784354794,1662.707863,59030,27369333,108.276126633,6.327915024000001,0
39,44361,533,0,0,16,26009,60,2,1,2,145,0.477356189,2,1488,2977,3696.75,3,15885,2.6450899999999997,5.4213011722279365,831.7685363,48826,23644413,254.430848737,17.63430384,0
34,20172,604,0,3,12,15725,36,1,4,2,303,0.215466372,1,8762,3903,1681.0,10,2227,1.9872500000000002,4.681665462204663,599.8779411,32837,12183888,130.141688688,7.89047694,0
44,48033,506,0,4,21,18300,60,0,2,0,608,0.175198167,2,3905,872,4002.75,8,18925,2.703,5.0122697253839,538.4480057,52810,24304698,88.65027250199999,15.07370868,0
53,142874,604,0,3,30,25623,84,2,0,0,737,0.332834154,3,7387,996,11906.16667,5,29924,2.48623,5.162347285876843,675.8308408,151257,86295896,201.031829016,22.38585678,0
32,33299,637,1,1,8,19021,84,1,4,0,591,0.186346354,3,4444,989,2774.916667,2,4028,2.25521,4.35265169752876,410.3912432,38732,21211463,118.702627498,15.914284512,0
42,59563,529,0,0,23,25672,60,1,0,0,1429,0.100397295,2,3572,875,4963.583333,2,32849,2.6617200000000003,5.373245853299475,812.874337,64010,31508827,53.110169055,17.3230626,0
37,18537,564,0,4,13,15159,60,2,0,1,278,0.244509,4,656,1439,1544.75,1,20503,2.38159,5.103153691591112,454.2461675,20632,10454868,137.903076,15.62530656,0
18,70249,506,0,1,0,23059,96,1,1,1,369,0.053951026,1,318,440,5854.083333,6,132436,3.05059,5.976492173507801,730.0601028,71007,35545994,27.299219156,34.289720352,0
